observation_id,observation_date,surveyor_id,surveyor_name,location_name,region,sector_id,n_observed,w_observed,s_observed,n_canonical,w_canonical,s_canonical,variance_n,variance_w,variance_s,total_variance,stability_class,surveyor_reliability,instrument_id,weather_conditions,notes
GCO-02704,1842-09-24,SV-09,Archon Mills,Little Exchange (Capital),Capital,NW-2,5.965,16.797,33.12,8.133,17.764,33.509,-2.168,-0.967,-0.389,2.406,STABLE,0.827,COMP-032,fog,
GCO-02074,1842-09-26,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.501,3.136,14.196,46.115,3.94,14.659,0.386,-0.804,-0.463,1.005,STABLE,0.987,COMP-006,clear,Readings verified by second surveyor
GCO-03350,1842-09-26,SV-13,Anster Cole,East Square,Capital,NW-2,38.009,49.475,42.301,38.653,49.261,42.766,-0.644,0.213,-0.464,0.822,STABLE,0.708,COMP-042,clear,
GCO-04820,1842-09-26,SV-28,Varren Hill,Lower Yard (Capital),Capital,NW-9,8.427,19.291,49.597,8.17,18.973,49.476,0.257,0.319,0.12,0.427,STABLE,0.729,COMP-042,fog,
GCO-03485,1842-09-28,SV-09,Archon Mills,Little Yard,Capital,NW-6,46.394,3.009,14.95,46.115,3.94,14.659,0.279,-0.931,0.291,1.014,STABLE,0.827,COMP-035,cloudy,
GCO-02105,1842-10-01,SV-02,Mira Strand,Little Exchange (Capital),Capital,NW-2,8.489,16.836,33.17,8.133,17.764,33.509,0.356,-0.927,-0.339,1.049,STABLE,0.708,COMP-003,cloudy,
GCO-02444,1842-10-01,SV-10,Kella Tross,Little Exchange (Capital),Capital,NW-2,7.343,17.44,33.079,8.133,17.764,33.509,-0.789,-0.324,-0.43,0.955,STABLE,0.709,COMP-007,clear,
GCO-00905,1842-10-05,SV-15,Darren Pol,Wharf (Capital),Capital,NW-6,38.765,11.045,0.87,38.8,11.452,1.605,-0.035,-0.407,-0.735,0.841,STABLE,0.895,COMP-014,rain,
GCO-04734,1842-10-07,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.338,4.024,14.862,46.115,3.94,14.659,0.223,0.084,0.203,0.313,STABLE,0.852,COMP-049,clear,
GCO-00926,1842-10-08,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.288,3.716,13.966,46.115,3.94,14.659,0.173,-0.224,-0.693,0.749,STABLE,0.708,COMP-034,cloudy,
GCO-02464,1842-10-08,SV-13,Anster Cole,Greater Tower,Densmok,NW-1,122.492,57.277,174.033,121.77,55.848,173.574,0.722,1.429,0.459,1.666,STABLE,0.708,COMP-044,cloudy,
GCO-04631,1842-10-08,SV-11,Erris Dann,Little Exchange (Capital),Capital,NW-2,6.939,18.091,33.265,8.133,17.764,33.509,-1.194,0.327,-0.244,1.262,STABLE,0.766,COMP-025,clear,
GCO-02798,1842-10-15,SV-30,Merris Glen,Little Yard,Capital,NW-6,46.255,3.251,14.35,46.115,3.94,14.659,0.14,-0.689,-0.309,0.768,STABLE,0.881,COMP-029,clear,
GCO-00586,1842-10-16,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.182,4.73,14.208,46.115,3.94,14.659,-0.933,0.79,-0.45,1.303,STABLE,0.881,COMP-032,clear,
GCO-01499,1842-10-20,SV-06,Sareth Vell,Central Exchange,Capital,NW-8,33.326,29.31,17.636,34.024,29.82,19.238,-0.698,-0.511,-1.602,1.821,STABLE,0.903,COMP-031,cloudy,
GCO-04343,1842-10-21,SV-03,Vornis Keth,Little Exchange (Capital),Capital,NW-2,8.424,17.494,32.778,8.133,17.764,33.509,0.291,-0.27,-0.73,0.831,STABLE,0.783,COMP-014,cloudy,
GCO-03870,1842-11-01,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.196,5.32,13.313,46.115,3.94,14.659,-0.919,1.38,-1.346,2.135,STABLE,0.729,COMP-027,clear,
GCO-02015,1842-11-04,SV-10,Kella Tross,Little Exchange (Capital),Capital,NW-2,9.393,18.134,33.446,8.133,17.764,33.509,1.26,0.371,-0.063,1.315,STABLE,0.709,COMP-013,clear,
GCO-04380,1842-11-05,SV-07,Rellen Foss,East Square,Capital,NW-2,38.675,49.323,42.262,38.653,49.261,42.766,0.022,0.062,-0.504,0.508,STABLE,0.968,COMP-003,clear,
GCO-04068,1842-11-11,SV-24,Kellin Ward,Little Yard,Capital,NW-6,45.009,4.841,15.138,46.115,3.94,14.659,-1.105,0.901,0.479,1.505,STABLE,0.747,COMP-026,clear,
GCO-00647,1842-11-13,SV-02,Mira Strand,East Square,Capital,NW-2,39.421,49.564,42.88,38.653,49.261,42.766,0.768,0.303,0.115,0.834,STABLE,0.708,COMP-029,clear,
GCO-02533,1842-11-14,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.89,3.771,13.772,46.115,3.94,14.659,-0.225,-0.169,-0.887,0.931,STABLE,0.709,COMP-004,clear,
GCO-02706,1842-11-14,SV-13,Anster Cole,Little Yard,Capital,NW-6,46.269,3.874,15.199,46.115,3.94,14.659,0.155,-0.066,0.54,0.565,STABLE,0.708,COMP-015,clear,
GCO-00442,1842-11-16,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.754,3.721,13.638,46.115,3.94,14.659,0.64,-0.219,-1.021,1.224,STABLE,0.708,COMP-023,rain,
GCO-01258,1842-11-16,SV-12,Pemlik Vorn,Little Yard,Capital,NW-6,46.191,2.712,15.195,46.115,3.94,14.659,0.077,-1.228,0.537,1.342,STABLE,0.852,COMP-023,rain,
GCO-01796,1842-11-18,SV-24,Kellin Ward,Little Yard,Capital,NW-6,44.953,4.563,14.681,46.115,3.94,14.659,-1.162,0.623,0.022,1.319,STABLE,0.747,COMP-002,cloudy,
GCO-01721,1842-11-24,SV-02,Mira Strand,Little Yard,Capital,NW-6,45.065,5.095,15.228,46.115,3.94,14.659,-1.05,1.155,0.569,1.661,STABLE,0.708,COMP-014,cloudy,
GCO-03001,1842-11-28,SV-20,Torren Voss,Little Yard,Capital,NW-6,45.794,4.282,14.132,46.115,3.94,14.659,-0.32,0.342,-0.527,0.705,STABLE,0.702,COMP-044,clear,
GCO-03032,1842-11-28,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.793,3.859,13.737,46.115,3.94,14.659,0.678,-0.081,-0.922,1.147,STABLE,0.954,COMP-050,cloudy,
GCO-03558,1842-11-28,SV-02,Mira Strand,East Plaza (Capital),Capital,NW-8,28.556,35.217,10.28,28.359,35.896,10.631,0.197,-0.679,-0.352,0.789,STABLE,0.708,COMP-014,cloudy,
GCO-04461,1842-11-28,SV-13,Anster Cole,Circle,Capital,NW-9,-0.575,35.348,36.104,0.162,36.105,35.984,-0.737,-0.757,0.12,1.063,STABLE,0.708,COMP-015,cloudy,
GCO-01366,1842-12-01,SV-09,Archon Mills,Little Yard,Capital,NW-6,44.542,5.242,15.979,46.115,3.94,14.659,-1.573,1.302,1.321,2.431,STABLE,0.827,COMP-045,rain,
GCO-01578,1842-12-01,SV-28,Varren Hill,Lesser Bridge (Capital),Capital,NW-3,15.102,31.682,29.751,14.922,31.947,30.449,0.18,-0.265,-0.698,0.768,STABLE,0.729,COMP-018,clear,
GCO-02334,1842-12-01,SV-04,Pella Morse,Little Exchange (Capital),Capital,NW-2,7.559,17.399,33.551,8.133,17.764,33.509,-0.574,-0.365,0.042,0.681,STABLE,0.767,COMP-004,cloudy,
GCO-03016,1842-12-01,SV-27,Sellin Brook,East Square,Capital,NW-2,39.226,49.517,42.316,38.653,49.261,42.766,0.573,0.256,-0.45,0.772,STABLE,0.728,COMP-042,clear,
GCO-00160,1842-12-04,SV-26,Norris Vale,East Square,Capital,NW-2,38.922,50.115,43.082,38.653,49.261,42.766,0.269,0.853,0.316,0.949,STABLE,0.801,COMP-008,clear,
GCO-03311,1842-12-05,SV-15,Darren Pol,Little Yard,Capital,NW-6,45.942,3.466,15.88,46.115,3.94,14.659,-0.173,-0.474,1.222,1.322,STABLE,0.895,COMP-040,storm,
GCO-02161,1842-12-06,SV-19,Nerin Kale,Little Yard,Capital,NW-6,45.948,3.996,15.093,46.115,3.94,14.659,-0.167,0.056,0.434,0.468,STABLE,0.943,COMP-029,clear,
GCO-04861,1842-12-06,SV-30,Merris Glen,East Square,Capital,NW-2,37.316,49.302,43.051,38.653,49.261,42.766,-1.338,0.041,0.286,1.368,STABLE,0.881,COMP-043,clear,
GCO-00547,1842-12-07,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.401,4.668,15.828,46.115,3.94,14.659,-0.714,0.728,1.17,1.552,STABLE,0.881,COMP-040,rain,
GCO-03573,1842-12-13,SV-23,Pellin Marsh,Little Yard,Capital,NW-6,46.876,4.854,13.87,46.115,3.94,14.659,0.761,0.914,-0.789,1.427,STABLE,0.802,COMP-011,rain,
GCO-01437,1842-12-16,SV-19,Nerin Kale,Little Yard,Capital,NW-6,47.227,2.937,15.615,46.115,3.94,14.659,1.112,-1.003,0.956,1.776,STABLE,0.943,COMP-010,rain,
GCO-01685,1842-12-16,SV-01,Kellis Dorn,East Square,Capital,NW-2,39.434,49.036,41.485,38.653,49.261,42.766,0.78,-0.225,-1.281,1.517,STABLE,0.892,COMP-045,fog,
GCO-04832,1842-12-16,SV-20,Torren Voss,Little Exchange (Capital),Capital,NW-2,6.127,16.415,34.697,8.133,17.764,33.509,-2.005,-1.349,1.189,2.693,STABLE,0.702,COMP-048,rain,
GCO-00184,1842-12-19,SV-30,Merris Glen,Little Yard,Capital,NW-6,46.086,3.802,14.559,46.115,3.94,14.659,-0.029,-0.138,-0.099,0.173,STABLE,0.881,COMP-028,cloudy,
GCO-01681,1842-12-20,SV-13,Anster Cole,Little Yard,Capital,NW-6,47.404,3.337,14.865,46.115,3.94,14.659,1.289,-0.603,0.206,1.438,STABLE,0.708,COMP-027,clear,
GCO-00513,1842-12-23,SV-20,Torren Voss,East Square,Capital,NW-2,37.655,49.974,43.155,38.653,49.261,42.766,-0.999,0.713,0.389,1.287,STABLE,0.702,COMP-043,rain,
GCO-04600,1842-12-23,SV-29,Corren Dale,Little Yard,Capital,NW-6,46.147,3.602,14.236,46.115,3.94,14.659,0.032,-0.338,-0.423,0.542,STABLE,0.954,COMP-028,cloudy,
GCO-01102,1842-12-24,SV-15,Darren Pol,Lower Yard (Capital),Capital,NW-9,7.845,18.975,49.63,8.17,18.973,49.476,-0.325,0.002,0.154,0.36,STABLE,0.895,COMP-011,rain,Readings verified by second surveyor
GCO-04496,1842-12-24,SV-09,Archon Mills,Little Yard,Capital,NW-6,44.353,2.402,12.988,46.115,3.94,14.659,-1.761,-1.538,-1.671,2.874,MODERATE,0.827,COMP-050,fog,
GCO-01086,1842-12-25,SV-01,Kellis Dorn,Little Yard,Capital,NW-6,46.451,2.911,15.45,46.115,3.94,14.659,0.336,-1.029,0.791,1.341,STABLE,0.892,COMP-001,clear,Multiple readings averaged
GCO-04340,1842-12-26,SV-14,Levin Cross,Little Yard,Capital,NW-6,47.037,4.764,14.591,46.115,3.94,14.659,0.922,0.824,-0.068,1.239,STABLE,0.76,COMP-026,cloudy,
GCO-01736,1842-12-28,SV-30,Merris Glen,Lower Yard (Capital),Capital,NW-9,8.498,18.718,49.019,8.17,18.973,49.476,0.328,-0.254,-0.457,0.617,STABLE,0.881,COMP-012,clear,
GCO-03826,1842-12-29,SV-05,Tobin Creel,East Square,Capital,NW-2,39.112,49.191,41.351,38.653,49.261,42.766,0.458,-0.07,-1.415,1.489,STABLE,0.921,COMP-032,cloudy,
GCO-00637,1842-12-31,SV-02,Mira Strand,Little Yard,Capital,NW-6,46.272,2.789,14.601,46.115,3.94,14.659,0.158,-1.151,-0.058,1.164,STABLE,0.708,COMP-027,clear,
GCO-03865,1842-12-31,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,45.788,3.994,14.625,46.115,3.94,14.659,-0.327,0.054,-0.034,0.333,STABLE,0.726,COMP-033,clear,
GCO-03873,1843-01-03,SV-16,Hellis Mord,Hall,Densmok,NE-4,105.865,136.169,140.424,106.796,136.182,140.378,-0.931,-0.013,0.047,0.932,STABLE,0.863,COMP-006,clear,
GCO-00179,1843-01-05,SV-08,Tessyn Ward,Square (Capital),Capital,NW-4,3.347,11.5,32.142,3.543,11.9,33.449,-0.196,-0.4,-1.307,1.381,STABLE,0.726,COMP-027,clear,
GCO-01799,1843-01-06,SV-02,Mira Strand,Circle,Capital,NW-9,-0.369,35.001,36.817,0.162,36.105,35.984,-0.531,-1.104,0.833,1.481,STABLE,0.708,COMP-014,rain,
GCO-01789,1843-01-08,SV-07,Rellen Foss,Little Yard,Capital,NW-6,45.693,4.677,14.068,46.115,3.94,14.659,-0.422,0.737,-0.59,1.035,STABLE,0.968,COMP-029,cloudy,
GCO-02279,1843-01-14,SV-14,Levin Cross,Little Yard,Capital,NW-6,45.601,3.018,13.846,46.115,3.94,14.659,-0.513,-0.922,-0.813,1.332,STABLE,0.76,COMP-045,clear,
GCO-03699,1843-01-15,SV-25,Terris Bloom,Little Yard,Capital,NW-6,47.345,3.529,14.472,46.115,3.94,14.659,1.23,-0.411,-0.187,1.31,STABLE,0.987,COMP-006,fog,
GCO-02932,1843-01-18,SV-23,Pellin Marsh,East Square,Capital,NW-2,39.723,50.143,42.622,38.653,49.261,42.766,1.069,0.882,-0.144,1.393,STABLE,0.802,COMP-011,clear,
GCO-03144,1843-01-18,SV-19,Nerin Kale,Little Yard,Capital,NW-6,46.942,4.031,14.864,46.115,3.94,14.659,0.827,0.091,0.205,0.857,STABLE,0.943,COMP-024,cloudy,
GCO-03757,1843-01-19,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.778,4.15,14.88,46.115,3.94,14.659,-0.337,0.21,0.221,0.455,STABLE,0.827,COMP-021,clear,Surveyor reports difficulty
GCO-04191,1843-01-20,SV-03,Vornis Keth,Little Yard,Capital,NW-6,47.363,2.99,14.881,46.115,3.94,14.659,1.249,-0.95,0.222,1.585,STABLE,0.783,COMP-040,cloudy,
GCO-01397,1843-01-24,SV-09,Archon Mills,Wharf (Capital),Capital,NW-6,39.244,12.23,1.961,38.8,11.452,1.605,0.444,0.778,0.356,0.964,STABLE,0.827,COMP-043,clear,Located reference marker
GCO-02887,1843-01-24,SV-04,Pella Morse,Little Yard,Capital,NW-6,47.011,3.68,13.564,46.115,3.94,14.659,0.896,-0.26,-1.095,1.439,STABLE,0.767,COMP-004,fog,
GCO-04141,1843-01-29,SV-11,Erris Dann,East Square,Capital,NW-2,38.439,49.519,42.166,38.653,49.261,42.766,-0.215,0.258,-0.6,0.688,STABLE,0.766,COMP-039,clear,
GCO-01121,1843-01-30,SV-28,Varren Hill,East Square,Capital,NW-2,38.302,49.077,43.845,38.653,49.261,42.766,-0.351,-0.184,1.079,1.15,STABLE,0.729,COMP-012,fog,
GCO-02301,1843-01-30,SV-11,Erris Dann,Little Yard,Capital,NW-6,46.624,3.623,12.952,46.115,3.94,14.659,0.509,-0.317,-1.707,1.809,STABLE,0.766,COMP-017,cloudy,
GCO-02562,1843-01-30,SV-16,Hellis Mord,Little Yard,Capital,NW-6,46.201,4.01,13.616,46.115,3.94,14.659,0.086,0.07,-1.043,1.049,STABLE,0.863,COMP-046,clear,
GCO-02255,1843-02-02,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.532,3.361,14.704,46.115,3.94,14.659,-0.582,-0.579,0.045,0.822,STABLE,0.709,COMP-014,cloudy,
GCO-03272,1843-02-03,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.481,4.134,13.879,46.115,3.94,14.659,-0.634,0.194,-0.78,1.024,STABLE,0.708,COMP-006,clear,
GCO-04086,1843-02-06,SV-09,Archon Mills,East Square,Capital,NW-2,38.468,49.535,42.42,38.653,49.261,42.766,-0.185,0.274,-0.346,0.479,STABLE,0.827,COMP-041,clear,
GCO-04364,1843-02-06,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.044,3.166,14.145,46.115,3.94,14.659,-1.071,-0.774,-0.514,1.418,STABLE,0.954,COMP-018,clear,
GCO-04779,1843-02-09,SV-14,Levin Cross,Little Yard,Capital,NW-6,46.171,3.845,15.04,46.115,3.94,14.659,0.056,-0.095,0.381,0.397,STABLE,0.76,COMP-002,clear,
GCO-00356,1843-02-12,SV-27,Sellin Brook,Little Yard,Capital,NW-6,46.901,4.899,13.942,46.115,3.94,14.659,0.787,0.959,-0.717,1.432,STABLE,0.728,COMP-037,rain,
GCO-02253,1843-02-15,SV-18,Sollis Hern,Tower (Capeast),Capeast,NE-7,56.743,191.482,103.973,56.423,190.76,104.261,0.32,0.722,-0.288,0.84,STABLE,0.877,COMP-034,cloudy,
GCO-02903,1843-02-16,SV-11,Erris Dann,South Commons,Densmok,NW-5,165.42,108.555,132.813,165.737,106.523,131.637,-0.317,2.032,1.176,2.369,STABLE,0.766,COMP-049,cloudy,
GCO-01277,1843-02-17,SV-22,Garris Stone,Little Yard,Capital,NW-6,46.381,4.226,15.788,46.115,3.94,14.659,0.267,0.286,1.129,1.194,STABLE,0.909,COMP-011,clear,
GCO-03674,1843-02-17,SV-19,Nerin Kale,East Square,Capital,NW-2,39.13,50.411,42.088,38.653,49.261,42.766,0.476,1.15,-0.678,1.418,STABLE,0.943,COMP-009,cloudy,
GCO-04781,1843-02-18,SV-09,Archon Mills,North Terminus (Capital),Capital,NW-6,34.466,26.242,12.461,34.086,26.849,13.341,0.38,-0.606,-0.88,1.134,STABLE,0.827,COMP-015,clear,
GCO-01815,1843-02-19,SV-13,Anster Cole,Little Yard,Capital,NW-6,45.629,5.507,14.639,46.115,3.94,14.659,-0.486,1.567,-0.02,1.64,STABLE,0.708,COMP-020,cloudy,
GCO-03970,1843-02-19,SV-11,Erris Dann,Little Yard,Capital,NW-6,46.564,3.283,15.018,46.115,3.94,14.659,0.449,-0.657,0.36,0.873,STABLE,0.766,COMP-015,clear,
GCO-00132,1843-02-20,SV-04,Pella Morse,Little Yard,Capital,NW-6,47.194,4.718,15.767,46.115,3.94,14.659,1.079,0.778,1.109,1.732,STABLE,0.767,COMP-036,rain,
GCO-00507,1843-02-20,SV-22,Garris Stone,East Square,Capital,NW-2,38.183,49.537,43.465,38.653,49.261,42.766,-0.471,0.276,0.699,0.887,STABLE,0.909,COMP-046,cloudy,
GCO-00682,1843-02-24,SV-30,Merris Glen,Little Yard,Capital,NW-6,44.472,1.151,13.792,46.115,3.94,14.659,-1.643,-2.789,-0.867,3.351,MODERATE,0.881,COMP-029,fog,
GCO-03777,1843-02-24,SV-15,Darren Pol,East Square,Capital,NW-2,38.766,47.584,43.466,38.653,49.261,42.766,0.113,-1.677,0.7,1.821,STABLE,0.895,COMP-040,storm,
GCO-01851,1843-02-26,SV-18,Sollis Hern,Little Yard,Capital,NW-6,45.924,4.73,14.985,46.115,3.94,14.659,-0.19,0.79,0.327,0.876,STABLE,0.877,COMP-010,clear,
GCO-04612,1843-03-01,SV-06,Sareth Vell,Little Yard,Capital,NW-6,46.05,3.709,13.951,46.115,3.94,14.659,-0.065,-0.231,-0.708,0.748,STABLE,0.903,COMP-010,clear,
GCO-03809,1843-03-02,SV-20,Torren Voss,Little Yard,Capital,NW-6,46.391,3.555,14.817,46.115,3.94,14.659,0.276,-0.385,0.158,0.499,STABLE,0.702,COMP-013,clear,
GCO-03843,1843-03-02,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.803,4.336,14.298,46.115,3.94,14.659,0.688,0.396,-0.36,0.872,STABLE,0.709,COMP-009,cloudy,
GCO-01203,1843-03-07,SV-30,Merris Glen,Little Yard,Capital,NW-6,45.13,4.255,14.334,46.115,3.94,14.659,-0.985,0.315,-0.325,1.084,STABLE,0.881,COMP-032,fog,
GCO-01498,1843-03-07,SV-13,Anster Cole,Central Exchange,Capital,NW-8,33.32,30.413,20.764,34.024,29.82,19.238,-0.704,0.592,1.526,1.782,STABLE,0.708,COMP-050,rain,
GCO-00771,1843-03-08,SV-26,Norris Vale,East Square,Capital,NW-2,38.722,49.445,42.72,38.653,49.261,42.766,0.068,0.184,-0.046,0.202,STABLE,0.801,COMP-038,clear,
GCO-00124,1843-03-10,SV-16,Hellis Mord,East Square,Capital,NW-2,37.861,49.697,41.41,38.653,49.261,42.766,-0.792,0.436,-1.356,1.629,STABLE,0.863,COMP-018,cloudy,
GCO-03392,1843-03-11,SV-19,Nerin Kale,Little Exchange (Capital),Capital,NW-2,7.767,17.548,33.757,8.133,17.764,33.509,-0.366,-0.216,0.248,0.492,STABLE,0.943,COMP-038,cloudy,
GCO-01180,1843-03-14,SV-29,Corren Dale,Little Yard,Capital,NW-6,45.895,4.234,12.569,46.115,3.94,14.659,-0.219,0.294,-2.09,2.122,MODERATE,0.954,COMP-034,cloudy,Surveyor reports difficulty
GCO-02262,1843-03-15,SV-10,Kella Tross,Little Yard,Capital,NW-6,45.51,3.732,16.123,46.115,3.94,14.659,-0.605,-0.208,1.464,1.598,STABLE,0.709,COMP-002,cloudy,
GCO-03590,1843-03-16,SV-03,Vornis Keth,Little Yard,Capital,NW-6,45.623,2.952,14.597,46.115,3.94,14.659,-0.491,-0.988,-0.062,1.105,STABLE,0.783,COMP-004,clear,
GCO-04868,1843-03-18,SV-21,Mellen Pike,Little Yard,Capital,NW-6,45.56,3.872,15.057,46.115,3.94,14.659,-0.554,-0.068,0.399,0.686,STABLE,0.942,COMP-008,clear,
GCO-04926,1843-03-22,SV-29,Corren Dale,Wharf (Capital),Capital,NW-6,39.606,12.564,1.016,38.8,11.452,1.605,0.806,1.112,-0.589,1.494,STABLE,0.954,COMP-044,fog,
GCO-00351,1843-03-23,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,45.839,3.584,15.081,46.115,3.94,14.659,-0.275,-0.356,0.422,0.617,STABLE,0.726,COMP-030,rain,
GCO-00424,1843-03-23,SV-27,Sellin Brook,Little Yard,Capital,NW-6,45.225,4.731,15.425,46.115,3.94,14.659,-0.889,0.791,0.766,1.416,STABLE,0.728,COMP-015,clear,
GCO-00995,1843-03-24,SV-09,Archon Mills,Greater Court (Capital),Capital,NW-7,41.365,9.734,4.864,40.375,9.52,4.847,0.99,0.213,0.017,1.013,STABLE,0.827,COMP-015,rain,
GCO-04642,1843-03-27,SV-25,Terris Bloom,Little Yard,Capital,NW-6,46.737,3.019,14.855,46.115,3.94,14.659,0.622,-0.921,0.196,1.129,STABLE,0.987,COMP-023,fog,
GCO-00912,1843-03-28,SV-28,Varren Hill,Little Yard,Capital,NW-6,45.03,4.53,16.866,46.115,3.94,14.659,-1.084,0.59,2.207,2.529,STABLE,0.729,COMP-006,fog,
GCO-00974,1843-03-28,SV-08,Tessyn Ward,Wharf (Capital),Capital,NW-6,38.666,12.013,1.155,38.8,11.452,1.605,-0.134,0.561,-0.45,0.731,STABLE,0.726,COMP-020,clear,
GCO-03109,1843-04-01,SV-26,Norris Vale,Little Yard,Capital,NW-6,46.155,3.919,15.39,46.115,3.94,14.659,0.041,-0.021,0.731,0.733,STABLE,0.801,COMP-016,clear,
GCO-04143,1843-04-03,SV-09,Archon Mills,Little Yard,Capital,NW-6,45.585,4.501,14.546,46.115,3.94,14.659,-0.529,0.561,-0.113,0.779,STABLE,0.827,COMP-001,clear,
GCO-01252,1843-04-04,SV-04,Pella Morse,Little Yard,Capital,NW-6,46.479,4.734,14.896,46.115,3.94,14.659,0.364,0.794,0.237,0.905,STABLE,0.767,COMP-027,clear,
GCO-02909,1843-04-05,SV-30,Merris Glen,East Square,Capital,NW-2,38.644,49.711,42.531,38.653,49.261,42.766,-0.009,0.45,-0.234,0.507,STABLE,0.881,COMP-041,cloudy,
GCO-02000,1843-04-06,SV-05,Tobin Creel,Little Yard,Capital,NW-6,46.419,4.418,14.606,46.115,3.94,14.659,0.305,0.478,-0.053,0.569,STABLE,0.921,COMP-021,fog,
GCO-01580,1843-04-07,SV-10,Kella Tross,Little Yard,Capital,NW-6,46.377,3.706,14.667,46.115,3.94,14.659,0.262,-0.234,0.008,0.352,STABLE,0.709,COMP-036,clear,
GCO-03747,1843-04-09,SV-25,Terris Bloom,North Terminus (Capital),Capital,NW-6,33.507,27.351,13.504,34.086,26.849,13.341,-0.579,0.503,0.163,0.784,STABLE,0.987,COMP-031,clear,Readings verified by second surveyor
GCO-01859,1843-04-10,SV-22,Garris Stone,Little Exchange (Capital),Capital,NW-2,8.573,18.394,33.616,8.133,17.764,33.509,0.44,0.63,0.107,0.776,STABLE,0.909,COMP-026,clear,
GCO-02770,1843-04-13,SV-28,Varren Hill,Little Yard,Capital,NW-6,44.927,3.534,14.456,46.115,3.94,14.659,-1.187,-0.406,-0.203,1.271,STABLE,0.729,COMP-027,clear,
GCO-02198,1843-04-15,SV-30,Merris Glen,Little Yard,Capital,NW-6,46.527,3.542,14.682,46.115,3.94,14.659,0.412,-0.398,0.024,0.574,STABLE,0.881,COMP-031,clear,
GCO-04471,1843-04-15,SV-13,Anster Cole,Lower Station,Capital,NW-4,29.879,48.823,44.692,30.33,48.218,46.446,-0.45,0.605,-1.753,1.909,MODERATE,0.708,COMP-031,rain,Located reference marker
GCO-01190,1843-04-16,SV-22,Garris Stone,Little Yard,Capital,NW-6,45.833,3.306,15.255,46.115,3.94,14.659,-0.282,-0.634,0.596,0.914,STABLE,0.909,COMP-001,clear,
GCO-01615,1843-04-21,SV-21,Mellen Pike,Little Yard,Capital,NW-6,44.822,4.562,15.211,46.115,3.94,14.659,-1.292,0.622,0.552,1.537,STABLE,0.942,COMP-032,cloudy,
GCO-00606,1843-04-22,SV-15,Darren Pol,Little Yard,Capital,NW-6,46.289,3.525,15.589,46.115,3.94,14.659,0.174,-0.415,0.93,1.033,STABLE,0.895,COMP-008,cloudy,
GCO-02242,1843-04-22,SV-08,Tessyn Ward,Little Yard,Capital,NW-6,44.784,4.408,14.881,46.115,3.94,14.659,-1.331,0.468,0.223,1.429,STABLE,0.726,COMP-035,clear,
GCO-04377,1843-04-22,SV-20,Torren Voss,Little Yard,Capital,NW-6,42.793,1.472,17.415,46.115,3.94,14.659,-3.322,-2.468,2.756,4.972,MODERATE,0.702,COMP-035,clear,
GCO-03766,1843-04-26,SV-09,Archon Mills,East Square,Capital,NW-2,38.311,49.379,42.362,38.653,49.261,42.766,-0.342,0.118,-0.404,0.542,STABLE,0.827,COMP-031,clear,
GCO-00876,1843-04-27,SV-05,Tobin Creel,Little Yard,Capital,NW-6,45.838,3.77,14.217,46.115,3.94,14.659,-0.276,-0.17,-0.442,0.548,STABLE,0.921,COMP-020,cloudy,
GCO-01567,1843-04-29,SV-15,Darren Pol,Little Yard,Capital,NW-6,46.044,4.507,14.81,46.115,3.94,14.659,-0.071,0.567,0.151,0.591,STABLE,0.895,COMP-006,cloudy,
GCO-01453,1843-04-30,SV-21,Mellen Pike,East Square,Capital,NW-2,39.347,49.435,42.558,38.653,49.261,42.766,0.694,0.174,-0.208,0.745,STABLE,0.942,COMP-025,clear,
GCO-01275,1843-05-01,SV-04,Pella Morse,Little Yard,Capital,NW-6,44.613,4.045,14.153,46.115,3.94,14.659,-1.502,0.105,-0.506,1.588,STABLE,0.767,COMP-012,clear,
GCO-01417,1843-05-01,SV-11,Erris Dann,East Square,Capital,NW-2,37.846,50.042,42.545,38.653,49.261,42.766,-0.808,0.781,-0.221,1.145,STABLE,0.766,COMP-015,clear,
GCO-02414,1843-05-01,SV-21,Mellen Pike,Little Yard,Capital,NW-6,46.577,3.216,14.23,46.115,3.94,14.659,0.462,-0.724,-0.429,0.96,STABLE,0.942,COMP-038,clear,Readings taken at dawn
GCO-04654,1843-05-01,SV-07,Rellen Foss,Little Exchange (Capital),Capital,NW-2,7.899,17.429,33.518,8.133,17.764,33.509,-0.233,-0.335,0.009,0.408,STABLE,0.968,COMP-009,clear,
